SP500 osnoven more padet 5.0% da kupimo 2x,in osnoven more padet 9.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1927-12-30-1942-12-30,30000,72000.0,102000.0,-75075.72,26924.28
1928-01-03-1943-01-04,30000,72000.0,102000.0,-73670.8,28329.2
1929-01-02-1944-01-03,30000,72000.0,102000.0,-57384.41,44615.59
1930-01-02-1945-01-02,30000,72000.0,102000.0,-32437.85,69562.15
1931-01-02-1946-01-02,30000,72000.0,102000.0,49703.28,151703.28
1932-01-04-1947-01-06,30000,72000.0,102000.0,6615.74,108615.74
1933-01-03-1948-01-05,30000,72000.0,102000.0,13414.23,115414.23
1934-01-02-1949-01-03,30000,72000.0,102000.0,-5013.53,96986.47
1935-01-02-1950-01-03,30000,72000.0,102000.0,36031.12,138031.12
1936-01-02-1951-01-02,30000,72000.0,102000.0,112972.82,214972.82
1937-01-04-1952-01-04,30000,72000.0,102000.0,195995.9,297995.9
1938-01-03-1953-01-05,30000,72000.0,102000.0,379001.16,481001.16
1939-01-03-1954-01-04,30000,72000.0,102000.0,244221.62,346221.62
1940-01-02-1955-01-03,30000,72000.0,102000.0,923443.74,1025443.74
1941-01-02-1956-01-03,30000,72000.0,102000.0,1874649.37,1976649.37
1942-01-02-1957-01-02,30000,72000.0,102000.0,2563590.47,2665590.47
1943-01-04-1958-01-06,30000,72000.0,102000.0,1212993.68,1314993.68
1944-01-03-1959-01-05,30000,72000.0,102000.0,2072803.16,2174803.16
1945-01-02-1960-01-04,30000,72000.0,102000.0,1958439.76,2060439.76
1946-01-02-1961-01-03,30000,72000.0,102000.0,1096359.51,1198359.51
1947-01-02-1962-01-02,30000,72000.0,102000.0,2119464.6,2221464.6
1948-01-02-1963-01-02,30000,72000.0,102000.0,1345977.0,1447977.0
1949-01-03-1964-01-03,30000,72000.0,102000.0,2205972.02,2307972.02
1950-01-03-1965-01-04,30000,72000.0,102000.0,2320169.46,2422169.46
1951-01-02-1966-01-03,30000,72000.0,102000.0,1829249.11,1931249.11
1952-01-02-1967-01-03,30000,72000.0,102000.0,783046.85,885046.85
1953-01-02-1968-01-02,30000,72000.0,102000.0,1000846.17,1102846.17
1954-01-04-1969-01-06,30000,72000.0,102000.0,1342976.01,1444976.01
1955-01-03-1970-01-05,30000,72000.0,102000.0,361407.99,463407.99
1956-01-03-1971-01-04,30000,72000.0,102000.0,176431.78,278431.78
1957-01-02-1972-01-03,30000,72000.0,102000.0,237277.56,339277.56
1958-01-02-1973-01-02,30000,72000.0,102000.0,549063.67,651063.67
1959-01-02-1974-01-02,30000,72000.0,102000.0,96618.34,198618.34
1960-01-04-1975-01-06,30000,72000.0,102000.0,-23849.3,78150.7
1961-01-03-1976-01-05,30000,72000.0,102000.0,36690.84,138690.84
1962-01-02-1977-01-03,30000,72000.0,102000.0,47793.39,149793.39
1963-01-02-1978-01-03,30000,72000.0,102000.0,19279.48,121279.48
1964-01-02-1979-01-02,30000,72000.0,102000.0,1310.61,103310.61
1965-01-04-1980-01-04,30000,72000.0,102000.0,11866.05,113866.05
1966-01-03-1981-01-05,30000,72000.0,102000.0,94241.48,196241.48
1967-01-03-1982-01-04,30000,72000.0,102000.0,50910.04,152910.04
1968-01-02-1983-01-03,30000,72000.0,102000.0,65368.71,167368.71
1969-01-02-1984-01-03,30000,72000.0,102000.0,138597.19,240597.19
1970-01-02-1985-01-02,30000,72000.0,102000.0,150527.94,252527.94
1971-01-04-1986-01-06,30000,72000.0,102000.0,365693.38,467693.38
1972-01-03-1987-01-05,30000,72000.0,102000.0,556537.78,658537.78
1973-01-02-1988-01-04,30000,72000.0,102000.0,306469.08,408469.08
1974-01-02-1989-01-03,30000,72000.0,102000.0,382892.45,484892.45
1975-01-02-1990-01-02,30000,72000.0,102000.0,1566856.2,1668856.2
1976-01-02-1991-01-02,30000,72000.0,102000.0,597112.87,699112.87
1977-01-03-1992-01-03,30000,72000.0,102000.0,880829.38,982829.38
1978-01-03-1993-01-04,30000,72000.0,102000.0,1090348.54,1192348.54
1979-01-02-1994-01-03,30000,72000.0,102000.0,1229705.04,1331705.04
1980-01-02-1995-01-03,30000,72000.0,102000.0,882685.08,984685.08
1981-01-02-1996-01-02,30000,72000.0,102000.0,1330035.55,1432035.55
1982-01-04-1997-01-06,30000,72000.0,102000.0,2545270.1,2647270.1
1983-01-03-1998-01-05,30000,72000.0,102000.0,3658693.47,3760693.47
1984-01-03-1999-01-04,30000,72000.0,102000.0,4355151.72,4457151.72
1985-01-02-2000-01-03,30000,72000.0,102000.0,6304798.92,6406798.92
1986-01-02-2001-01-02,30000,72000.0,102000.0,2152101.47,2254101.47
1987-01-02-2002-01-02,30000,72000.0,102000.0,1049761.93,1151761.93
1988-01-04-2003-01-06,30000,72000.0,102000.0,504089.79,606089.79
1989-01-03-2004-01-05,30000,72000.0,102000.0,646939.17,748939.17
1990-01-02-2005-01-03,30000,72000.0,102000.0,425418.09,527418.09
1991-01-02-2006-01-03,30000,72000.0,102000.0,563546.89,665546.89
1992-01-02-2007-01-03,30000,72000.0,102000.0,426680.23,528680.23
1993-01-04-2008-01-04,30000,72000.0,102000.0,343282.62,445282.62
1994-01-03-2009-01-05,30000,72000.0,102000.0,-7858.31,94141.69
1995-01-03-2010-01-04,30000,72000.0,102000.0,27023.75,129023.75
1996-01-02-2011-01-03,30000,72000.0,102000.0,2533.75,104533.75
1997-01-02-2012-01-03,30000,72000.0,102000.0,-25607.72,76392.28
1998-01-02-2013-01-02,30000,72000.0,102000.0,-14697.74,87302.26
1999-01-04-2014-01-06,30000,72000.0,102000.0,39433.54,141433.54
2000-01-03-2015-01-05,30000,72000.0,102000.0,70171.74,172171.74
2001-01-02-2016-01-04,30000,72000.0,102000.0,67754.54,169754.54
2002-01-02-2017-01-03,30000,72000.0,102000.0,137767.0,239767.0
2003-01-02-2018-01-02,30000,72000.0,102000.0,365583.83,467583.83
2004-01-02-2019-01-02,30000,72000.0,102000.0,185553.77,287553.77
2005-01-03-2020-01-03,30000,72000.0,102000.0,393806.16,495806.16
2006-01-03-2021-01-04,30000,72000.0,102000.0,401557.32,503557.32
2007-01-03-2022-01-03,30000,72000.0,102000.0,789978.53,891978.53
2008-01-02-2023-01-03,30000,72000.0,102000.0,284631.44,386631.44
2009-01-02-2024-01-02,30000,72000.0,102000.0,1146224.21,1248224.21
2010-01-04-2025-01-06,30000,72000.0,102000.0,1437099.2,1539099.2
